timestamp,task_id,task_name,task_size,cycles_per_bit,deadline,src_node,dst_node,trust_score,execution_success,execution_time,energy_consumed,deadline_met,is_dst_malicious
2.79,29,t29,300,1000.0,81,5,10,0.6866332940786785,False,295.355571023211,2.761396464059021,False,False
2.87,30,t30,300,1200.0,65,0,2,0.7572459491651412,False,412.7184423669833,2.9716223870302825,False,False
3.0,31,t31,80,50.0,33,7,1,0.719974723988466,False,4.420244911823217,0.7438558993125641,True,False
3.05,32,t32,80,50.0,25,7,5,0.7418727424493252,True,4.473394023610915,0.7377887477825898,True,False
3.22,33,t33,80,50.0,21,1,7,0.708569537306314,True,3.836586510601097,0.7371963976288207,True,True
3.3,34,t34,220,150.0,40,10,4,0.7553801305319182,True,31.08123040413552,2.2301428964103884,True,False
3.32,35,t35,220,150.0,68,8,10,0.775832273756499,True,27.543032536248596,2.2924260669411134,True,False
3.37,36,t36,270,900.0,36,6,4,0.719959034428108,False,261.2997001313305,2.6817842472035345,False,False
3.38,37,t37,80,50.0,47,6,7,0.8086669730099213,True,4.314791733284604,0.7596205517563412,True,True
3.76,39,t39,300,250.0,77,2,6,0.7413400426782609,False,86.13660570028284,2.720121284483985,False,False
3.76,41,t41,300,250.0,96,4,2,0.7350894329197396,True,79.07031321434059,2.974408516288413,True,False
3.76,40,t40,170,100.0,30,5,4,0.8155520232883441,True,14.930612461371569,1.8121820141930511,True,False
3.77,42,t42,220,150.0,91,6,7,0.8080758153679047,True,35.649381229690654,1.982036078615822,True,True
4.02,43,t43,220,150.0,25,6,7,0.8074964808787285,True,31.02076188729491,2.3595562368662155,True,True
4.18,44,t44,120,75.0,59,8,1,0.7156146787050386,True,8.548399145896855,1.2542415980243924,True,False
4.23,45,t45,300,1000.0,71,6,7,0.8069287330793358,True,312.7847623589565,2.783782080140246,True,True
4.41,46,t46,170,700.0,89,10,6,0.7354401765992612,False,99.46159461352823,1.6804070741249229,False,False
4.62,47,t47,300,250.0,80,8,1,0.7166048466693993,True,70.34980294848265,3.1255401474884534,True,False
4.68,48,t48,220,900.0,61,10,5,0.7173079858620998,False,195.2804860171298,2.340953683715909,False,False
4.73,49,t49,170,100.0,28,3,9,0.755367602124622,True,15.912777998578186,1.5438273858524008,True,True
4.74,50,t50,220,700.0,79,5,10,0.6821572948637716,False,170.6104887191571,2.394735899395354,False,False
4.77,51,t51,300,250.0,61,8,1,0.7175752112744729,False,68.74437820052805,2.9449607601809444,False,False
5.01,52,t52,120,75.0,72,8,7,0.7765308097015317,True,8.86886519838099,1.2271839593421825,True,True
5.05,53,t53,220,150.0,96,6,7,0.8063723402359309,True,33.64585832365696,2.167562015685121,True,True
5.53,56,t56,170,100.0,43,5,4,0.814823164640759,True,15.252762639813257,1.6001816958969468,True,False
5.79,57,t57,270,200.0,73,3,2,0.7278955532316144,True,47.58584210834639,2.8789101359368443,True,False
